,x0,x1,x2,x3,x4,x5,x6,x7,z,d,s,q
529,389,310,146,490,588,303,794,361,1,1,0,0
530,389,310,146,490,588,303,794,361,1,1,0,0
531,389,310,146,490,588,303,794,361,1,0,0,0
532,10,354,388,288,588,303,794,361,0,0,0,0
533,21,386,395,314,588,303,794,361,1,1,0,0
534,10,348,351,276,645,286,798,327,1,0,0,0
535,12,351,139,331,592,285,798,340,1,0,0,0
536,10,340,193,304,588,303,794,361,1,0,0,0
537,10,393,337,306,588,303,794,361,1,0,0,0
538,389,310,146,490,588,303,794,361,1,0,0,0
539,389,310,146,490,588,303,794,361,1,0,0,0
540,389,310,146,490,529,267,731,302,1,0,0,0
541,389,310,146,490,588,303,794,361,1,0,0,0
542,389,310,146,490,588,303,794,361,1,0,0,0
543,389,310,146,490,480,274,797,347,1,0,0,0
544,389,310,146,490,582,283,798,337,1,0,0,0
545,10,325,189,296,576,271,798,339,1,0,0,0
546,10,323,333,266,637,314,798,366,1,1,0,0
547,10,318,391,250,588,303,794,361,1,1,0,0
548,10,312,116,295,588,303,794,361,1,1,0,0
549,10,347,301,253,588,303,794,361,1,0,0,0
550,10,324,265,256,588,303,794,361,1,0,0,1
551,10,343,370,259,663,402,787,423,1,0,0,0
552,10,410,336,323,533,275,798,327,1,1,0,0
553,10,312,365,250,456,254,798,321,1,0,0,0
554,10,316,257,268,432,261,798,373,1,0,0,0
555,10,311,231,268,580,316,798,379,1,0,0,0
556,389,310,146,490,546,317,798,389,1,0,0,1
557,389,310,146,490,422,275,798,348,1,0,0,0
558,10,342,297,281,557,289,798,349,1,1,0,0
559,10,337,190,285,611,297,798,330,1,0,0,0
560,389,310,146,490,451,285,797,352,1,0,0,1
561,389,310,146,490,576,313,798,348,1,0,0,0
562,389,310,146,490,648,358,792,379,1,0,0,1
563,136,292,393,252,443,340,797,396,1,0,0,1
564,10,350,132,320,455,312,759,361,1,0,0,0
565,389,310,146,490,588,332,798,369,1,0,0,0
566,389,310,146,490,409,302,758,376,1,0,0,0
567,389,310,146,490,493,329,798,405,1,0,0,1
568,389,310,146,490,438,296,798,373,1,0,0,0
569,389,310,146,490,496,315,798,396,1,0,0,1
570,389,310,146,490,588,303,794,361,1,0,0,0
571,61,309,315,259,485,335,796,406,1,0,0,1
572,10,320,119,295,588,303,794,361,1,0,0,1
573,10,363,290,288,469,271,798,323,1,0,0,0
574,147,320,299,294,621,319,798,347,1,0,0,1
575,10,320,226,274,588,303,794,361,1,0,0,0
576,10,326,208,284,588,303,794,361,1,0,0,0
577,389,310,146,490,588,303,794,361,1,0,0,0
578,10,341,265,267,588,303,794,361,0,0,0,1
579,389,310,146,490,588,303,794,361,1,0,0,0
580,10,335,43,330,588,303,794,361,1,1,0,0
581,389,310,146,490,552,272,798,329,0,0,1,0
582,10,325,44,319,484,279,798,381,0,1,1,0
583,389,310,146,490,588,303,794,361,1,1,0,0
584,181,283,355,250,588,303,794,361,1,0,0,0
585,170,327,376,260,588,303,794,361,1,0,0,0
586,186,293,311,275,588,303,794,361,0,0,0,0
587,185,291,396,257,588,303,794,361,0,0,0,0
588,186,291,386,259,588,303,794,361,1,0,0,0
589,189,301,392,268,588,303,794,361,1,0,0,0
590,167,304,379,270,588,303,794,361,0,1,0,0
591,389,310,146,490,703,322,798,339,0,1,0,0
592,389,310,146,490,588,303,794,361,0,1,0,0
593,389,310,146,490,403,379,700,427,0,1,0,0
594,389,310,146,490,588,303,794,361,1,1,0,0
595,389,310,146,490,588,303,794,361,1,1,0,0
596,30,361,55,357,588,303,794,361,1,1,0,0
597,173,482,376,449,619,332,757,361,1,1,0,0
598,389,310,146,490,588,303,794,361,1,0,0,0
599,10,332,180,290,493,280,798,329,1,0,0,0
600,10,490,176,449,529,289,798,342,1,0,0,0
601,389,310,146,490,423,291,798,392,1,0,0,0
602,389,310,146,490,551,298,798,369,1,0,0,0
603,389,310,146,490,555,272,798,337,1,0,0,0
604,389,310,146,490,632,304,798,340,1,0,0,0
605,71,370,202,332,552,284,798,341,1,1,0,0
606,389,310,146,490,542,292,798,356,1,0,0,0
607,389,310,146,490,627,318,798,363,1,1,0,0
608,105,338,258,303,565,287,618,295,1,0,0,0
609,10,341,192,309,503,377,645,409,0,0,1,0
610,19,343,379,273,588,303,794,361,0,0,0,0
611,12,366,347,300,588,303,794,361,1,0,0,0
612,10,436,384,322,646,291,798,315,1,0,0,0
613,389,310,146,490,505,280,740,317,1,0,0,0
614,389,310,146,490,416,265,798,326,1,1,0,0
615,389,310,146,490,588,303,794,361,1,1,0,0
616,389,310,146,490,736,329,798,339,0,1,0,0
617,389,310,146,490,588,303,794,361,0,1,0,0
618,10,337,261,293,589,299,775,329,1,0,0,0
619,10,316,370,253,549,287,798,344,1,0,0,0
620,389,310,146,490,419,294,798,396,1,0,0,1
621,389,310,146,490,588,303,794,361,1,0,0,0
622,10,320,385,260,588,303,794,361,1,0,0,0
623,389,310,146,490,630,335,797,386,1,0,0,0
624,10,357,395,275,628,285,798,330,1,0,0,0
625,10,335,273,275,402,250,798,341,1,0,0,0
626,10,347,264,283,448,264,794,337,1,0,0,0
627,10,382,299,299,524,264,798,312,0,0,0,1
628,15,376,252,299,588,303,794,361,0,0,1,0
629,389,310,146,490,483,251,798,347,1,0,0,0
630,138,284,252,262,566,263,798,329,1,0,0,0
631,389,310,146,490,546,303,798,385,1,0,0,0
632,389,310,146,490,588,303,794,361,1,0,0,0
633,389,310,146,490,588,303,794,361,1,0,0,0
634,10,375,370,286,618,303,798,347,0,0,0,0
635,389,310,146,490,588,303,794,361,0,0,0,1
636,389,310,146,490,588,303,794,361,0,0,1,0
637,10,311,287,252,520,253,798,343,1,0,0,0
638,10,395,391,300,588,303,794,361,1,0,0,0
639,10,352,369,250,588,303,794,361,0,0,1,0
640,10,328,216,277,588,303,794,361,1,0,0,0
641,389,310,146,490,588,303,794,361,1,0,0,0
642,10,333,188,305,737,351,798,360,1,0,0,1
643,10,339,359,272,588,303,794,361,0,0,0,1
644,389,310,146,490,588,303,794,361,0,0,0,1
645,19,417,250,347,588,303,794,361,1,1,0,0
646,10,337,258,257,588,303,794,361,1,0,0,1
647,389,310,146,490,588,303,794,361,1,0,0,0
648,389,310,146,490,549,292,798,336,1,1,0,0
649,11,309,318,250,588,303,794,361,0,0,0,0
650,10,345,272,260,588,303,794,361,0,0,0,1
651,35,357,314,272,588,303,794,361,0,0,0,0
652,18,360,325,278,462,250,798,315,0,0,0,0
653,39,354,277,277,588,303,794,361,0,0,0,0
654,59,387,237,330,497,260,731,309,0,0,0,0
655,389,310,146,490,588,303,794,361,0,0,1,0
656,389,310,146,490,588,303,794,361,0,0,0,0
657,389,310,146,490,558,288,798,334,1,0,0,0
658,389,310,146,490,512,291,720,335,0,1,0,0
659,389,310,146,490,588,303,794,361,1,0,0,0
660,389,310,146,490,588,303,794,361,1,0,0,0
661,10,399,211,359,588,303,794,361,1,0,0,0
662,10,403,369,307,588,303,794,361,1,0,0,0
663,14,349,110,334,588,303,794,361,1,0,0,0
664,389,310,146,490,625,284,798,309,1,0,0,0
665,389,310,146,490,573,291,798,334,1,0,0,0
666,389,310,146,490,416,268,798,356,1,0,0,0
667,389,310,146,490,407,298,798,410,1,0,0,0
668,10,327,162,295,518,283,798,368,1,1,0,0
669,10,356,292,264,453,277,717,338,0,0,0,1
670,389,310,146,490,623,338,772,375,0,0,0,1
671,10,378,395,317,588,303,794,361,0,0,0,1
672,32,488,156,466,588,303,794,361,0,0,0,1
673,389,310,146,490,555,441,630,452,1,0,0,1
674,11,494,361,420,648,438,798,475,1,0,0,1
675,389,310,146,490,633,374,795,423,1,0,0,0
676,10,340,249,289,588,303,794,361,1,0,0,0
677,10,315,211,284,588,303,794,361,1,0,0,0
678,10,346,202,312,588,303,794,361,1,0,0,0
679,389,310,146,490,588,303,794,361,1,0,0,1
680,85,338,235,304,572,304,673,332,1,0,0,0
681,10,374,246,311,572,280,766,315,1,0,0,0
682,166,332,372,289,588,303,794,361,1,1,0,0
683,13,386,398,298,588,303,794,361,1,0,0,0
684,389,310,146,490,588,303,794,361,0,0,0,0
685,389,310,146,490,588,303,794,361,0,1,0,0
686,389,310,146,490,535,290,798,336,1,1,0,0
687,389,310,146,490,445,327,778,379,1,1,0,0
688,389,310,146,490,588,303,794,361,1,0,0,0
689,389,310,146,490,588,303,794,361,1,1,0,0
690,10,325,339,267,588,303,794,361,1,0,0,0
691,10,323,248,281,588,303,794,361,1,0,0,0
692,10,334,241,293,588,303,794,361,1,0,0,0
693,389,310,146,490,588,303,794,361,1,0,0,0
694,197,283,281,269,588,303,794,361,1,0,0,0
695,10,367,212,321,588,303,794,361,1,0,0,1
696,50,368,369,295,588,303,794,361,0,0,0,1
697,47,344,392,284,588,303,794,361,1,0,0,1
698,389,310,146,490,588,303,794,361,1,0,0,1
699,10,317,295,252,440,289,798,352,1,0,0,0
700,10,321,218,277,504,288,798,340,1,0,0,0
701,30,353,249,315,560,286,773,319,1,0,0,0
702,51,315,286,274,693,289,798,305,1,0,0,0
703,389,310,146,490,534,308,699,337,1,0,0,0
704,389,310,146,490,472,310,743,353,1,0,0,0
705,389,310,146,490,490,303,795,368,1,0,0,0
706,389,310,146,490,450,338,797,438,1,0,0,0
707,389,310,146,490,588,303,794,361,1,0,0,0
708,12,331,245,290,588,303,794,361,1,0,0,0
709,10,363,250,290,588,303,794,361,1,0,0,0
710,10,320,275,254,588,303,794,361,1,0,0,0
711,10,359,196,312,588,303,794,361,1,0,0,0
712,389,310,146,490,418,250,798,324,1,0,0,0
713,389,310,146,490,588,303,794,361,1,0,0,0
714,10,332,196,303,420,250,791,308,1,0,0,0
715,152,332,346,302,580,263,798,334,1,0,0,0
716,10,375,384,282,588,303,794,361,1,0,0,0
717,24,386,240,324,432,250,798,321,1,0,0,0
718,174,295,372,250,449,250,798,311,1,0,0,0
719,389,310,146,490,479,278,798,358,1,0,0,0
720,31,326,231,262,414,273,798,376,1,0,0,0
721,10,329,352,250,604,338,798,402,1,0,0,1
722,13,324,337,250,588,303,794,361,0,0,1,0
723,117,292,162,285,588,303,794,361,1,0,0,1
724,389,310,146,490,588,303,794,361,0,0,0,0
725,389,310,146,490,588,303,794,361,1,0,0,0
726,389,310,146,490,637,276,795,299,1,0,0,0
727,173,305,302,269,480,269,798,337,1,0,0,1
728,389,310,146,490,625,280,798,308,1,0,0,0
729,389,310,146,490,588,303,794,361,1,0,0,0
730,10,326,395,258,588,303,794,361,1,0,0,0
731,16,428,300,351,588,303,794,361,1,0,0,0
732,30,390,365,294,668,307,757,320,0,0,0,0
733,10,323,209,266,588,303,794,361,0,0,0,0
734,24,358,317,279,588,303,794,361,1,1,0,0
735,101,286,331,250,588,303,794,361,1,0,0,0
736,94,315,140,307,659,381,712,389,0,0,0,0
737,10,330,265,256,588,303,794,361,0,0,1,1
738,10,327,251,258,588,303,794,361,0,1,0,0
739,389,310,146,490,588,303,794,361,1,0,0,0
740,389,310,146,490,610,273,798,300,1,0,0,1
741,389,310,146,490,588,303,794,361,1,0,0,0
742,389,310,146,490,588,303,794,361,1,0,0,0
743,389,310,146,490,588,303,794,361,1,0,0,0
744,389,310,146,490,607,323,798,374,1,0,0,0
745,389,310,146,490,588,303,794,361,1,0,0,0
746,389,310,146,490,588,303,794,361,1,0,0,0
747,389,310,146,490,588,303,794,361,0,0,0,0
748,389,310,146,490,588,303,794,361,0,0,0,1
749,389,310,146,490,588,303,794,361,0,0,0,0
750,389,310,146,490,588,303,794,361,0,0,0,0
751,389,310,146,490,588,303,794,361,0,0,1,0
752,389,310,146,490,588,303,794,361,0,0,1,0
753,389,310,146,490,588,303,794,361,0,0,1,0
754,389,310,146,490,588,303,794,361,0,0,0,0
755,389,310,146,490,588,303,794,361,0,0,0,0
756,389,310,146,490,588,303,794,361,0,0,0,0
757,389,310,146,490,588,303,794,361,0,0,0,0
758,389,310,146,490,588,303,794,361,0,0,0,0
759,389,310,146,490,588,303,794,361,0,0,0,0
760,389,310,146,490,588,303,794,361,0,0,0,0
761,389,310,146,490,588,303,794,361,0,0,0,0
762,389,310,146,490,588,303,794,361,0,0,0,0
763,389,310,146,490,588,303,794,361,0,0,0,0
764,389,310,146,490,588,303,794,361,0,0,0,0
765,389,310,146,490,588,303,794,361,0,0,0,0
766,389,310,146,490,588,303,794,361,0,0,0,0
767,389,310,146,490,588,303,794,361,0,0,0,0
768,389,310,146,490,588,303,794,361,0,0,0,0
769,389,310,146,490,588,303,794,361,0,0,0,0
770,389,310,146,490,588,303,794,361,0,0,0,0
771,389,310,146,490,588,303,794,361,0,0,0,0
772,389,310,146,490,588,303,794,361,0,0,0,0
773,389,310,146,490,588,303,794,361,0,0,0,0
774,389,310,146,490,588,303,794,361,0,0,0,0
775,389,310,146,490,588,303,794,361,1,0,0,1
776,389,310,146,490,588,303,794,361,1,0,0,1
777,42,294,143,279,588,303,794,361,1,0,0,1
778,11,322,320,273,588,303,794,361,1,0,0,0
779,58,334,312,294,588,303,794,361,1,0,0,0
780,10,338,377,273,707,322,798,346,1,0,0,0
781,10,315,380,250,492,250,798,338,1,0,0,0
782,12,323,383,264,541,279,797,362,1,0,0,0
783,10,331,356,270,491,281,798,358,1,0,0,0
784,10,318,352,251,404,271,786,367,1,0,0,0
785,10,313,365,250,440,282,798,385,1,0,0,0
786,10,317,356,250,456,289,798,374,1,0,0,0
787,12,317,370,260,429,263,798,376,1,0,0,0
788,10,342,387,268,493,272,798,343,1,0,0,0
789,10,314,397,252,437,272,798,362,1,0,0,0
790,10,334,390,253,411,266,798,362,1,0,0,0
791,10,333,372,250,498,290,796,376,1,0,0,1
792,10,318,363,250,488,275,798,369,1,0,0,0
793,10,362,368,266,530,268,798,355,1,0,0,0
794,10,359,351,274,511,276,798,337,1,0,0,0
795,11,317,395,250,563,291,798,337,1,0,0,0
796,10,371,243,300,588,303,794,361,1,0,0,0
797,10,344,356,283,588,303,794,361,1,0,0,0
798,10,358,323,297,588,303,794,361,1,0,0,1
799,389,310,146,490,588,303,794,361,1,0,0,0
800,38,372,236,327,588,303,794,361,1,0,0,0
801,12,369,167,333,588,303,794,361,1,0,0,0
802,10,353,109,335,588,303,794,361,1,0,0,0
803,389,310,146,490,505,287,798,377,1,0,0,0
804,389,310,146,490,588,303,794,361,1,0,0,0
805,127,337,396,250,426,250,798,370,1,0,0,0
806,85,347,142,330,521,281,798,356,1,0,0,0
807,389,310,146,490,493,273,798,355,1,1,0,0
808,10,345,343,250,486,279,670,331,1,0,0,0
809,110,284,301,250,470,293,704,370,1,0,0,0
810,111,302,337,250,588,303,794,361,1,0,0,0
811,10,320,342,250,559,265,723,291,1,0,0,0
812,184,293,374,250,588,303,794,361,1,0,0,0
813,31,337,154,313,424,250,635,294,1,0,0,0
814,132,297,375,250,588,303,794,361,1,0,0,0
815,389,310,146,490,474,276,607,320,1,0,0,0
816,389,310,146,490,589,314,798,382,1,0,0,0
817,153,295,284,272,498,287,798,379,1,0,0,0
818,10,313,108,297,425,265,796,378,1,0,0,0
819,96,334,383,252,417,250,798,373,0,0,0,0
820,152,297,269,280,508,251,798,328,0,0,0,0
821,154,339,359,284,576,293,757,335,1,0,0,0
822,10,392,222,324,588,303,794,361,1,0,0,0
823,389,310,146,490,574,296,798,343,1,0,0,0
824,389,310,146,490,652,324,798,355,1,0,0,0
825,31,400,158,358,468,265,712,308,1,0,0,0
826,197,344,317,305,511,280,798,341,1,1,0,0
827,18,333,58,327,554,284,783,325,1,0,0,0
828,28,318,110,305,479,266,765,311,1,0,0,0
829,82,292,151,280,508,264,798,310,1,0,0,1
830,389,310,146,490,401,250,798,327,1,0,0,1
831,389,310,146,490,615,282,798,321,0,0,0,0
832,106,301,337,264,588,303,794,361,1,0,0,0
833,389,310,146,490,588,303,794,361,1,1,0,0
834,17,325,104,312,501,287,798,383,1,0,0,0
835,12,339,216,307,588,303,794,361,1,0,0,0
836,25,334,308,284,588,303,794,361,1,0,0,1
837,12,364,384,285,588,303,794,361,1,0,0,0
838,56,353,379,291,583,299,750,353,1,0,0,0
839,83,386,329,320,588,303,794,361,1,0,0,0
840,389,310,146,490,588,303,794,361,1,1,0,0
841,389,310,146,490,444,250,789,336,1,1,0,0
842,389,310,146,490,425,260,798,340,1,0,0,0
843,389,310,146,490,445,250,796,305,1,1,0,0
844,389,310,146,490,495,250,798,314,1,0,0,0
845,389,310,146,490,477,250,798,318,0,0,0,0
846,389,310,146,490,468,250,654,279,0,0,1,0
847,389,310,146,490,492,275,798,345,0,0,0,0
848,10,314,195,268,588,303,794,361,0,0,0,0
849,389,310,146,490,525,277,798,365,0,0,0,1
850,10,356,386,270,588,303,794,361,0,1,1,0
851,10,335,351,281,588,303,794,361,0,0,0,0
852,389,310,146,490,588,303,794,361,0,0,0,1
853,10,437,386,350,588,303,794,361,0,0,0,1
854,389,310,146,490,588,303,794,361,1,0,0,1
855,389,310,146,490,588,303,794,361,1,0,0,1
856,184,289,235,281,588,303,794,361,1,0,0,1
857,389,310,146,490,469,325,798,389,1,0,0,0
858,124,321,346,274,434,250,798,334,1,0,0,0
859,191,324,348,288,479,254,798,328,1,0,0,0
860,389,310,146,490,526,265,798,328,1,0,0,0
861,35,335,301,279,477,255,798,323,1,0,0,0
862,10,332,96,315,441,258,798,340,1,0,0,0
863,389,310,146,490,442,257,798,339,1,0,0,0
864,389,310,146,490,446,257,798,338,1,1,0,0
865,389,310,146,490,459,271,779,339,1,0,0,0
866,10,357,321,262,439,276,797,352,1,0,0,0
867,10,344,149,307,495,285,768,343,1,0,0,0
868,173,293,308,262,487,290,798,362,1,0,0,0
869,10,328,281,266,415,268,798,363,1,0,0,0
870,75,332,294,269,623,324,793,366,1,0,0,0
871,10,336,302,257,591,312,797,371,1,0,0,0
872,10,352,368,256,452,250,798,343,1,0,0,0
873,10,364,229,313,413,256,798,352,1,0,0,0
874,10,377,375,280,582,299,730,335,1,0,0,0
875,10,320,77,309,411,285,769,381,1,0,0,1
876,104,310,292,281,479,309,798,413,1,0,0,0
877,10,348,385,275,660,352,798,397,1,0,0,0
878,12,353,378,269,588,303,794,361,1,0,0,0
879,11,341,397,259,588,303,794,361,1,0,0,0
880,10,369,369,280,505,266,740,342,1,0,0,0
881,10,370,366,268,478,264,789,359,1,0,0,0
882,10,369,244,311,488,265,736,341,1,0,0,0
883,10,318,275,262,432,278,797,383,1,0,0,0
884,10,311,288,252,588,303,794,361,1,0,0,0
885,71,336,246,292,588,303,794,361,1,0,0,0
886,10,339,318,268,588,303,794,361,1,0,0,0
887,10,322,274,270,588,303,794,361,1,0,0,0
888,34,358,365,287,588,303,794,361,1,0,0,0
889,10,339,179,306,421,250,664,324,1,1,0,0
890,10,344,261,286,630,314,798,362,1,0,0,0
891,389,310,146,490,406,254,798,374,1,0,0,0
892,389,310,146,490,588,303,794,361,0,0,1,0
893,389,310,146,490,588,303,794,361,0,1,1,0
894,389,310,146,490,588,303,794,361,0,1,1,0
895,389,310,146,490,588,303,794,361,0,1,0,0
896,389,310,146,490,588,303,794,361,0,1,0,0
897,389,310,146,490,588,303,794,361,1,1,0,0
898,389,310,146,490,588,303,794,361,1,1,0,0
899,389,310,146,490,448,250,796,311,1,0,0,1
900,389,310,146,490,588,303,794,361,1,0,0,0
901,389,310,146,490,588,303,794,361,1,0,0,0
902,389,310,146,490,588,303,794,361,1,0,0,0
903,389,310,146,490,433,250,798,314,1,0,0,0
904,389,310,146,490,588,303,794,361,1,0,0,0
905,389,310,146,490,482,250,608,269,1,0,0,0
906,389,310,146,490,588,303,794,361,1,0,0,0
907,389,310,146,490,588,303,794,361,1,0,0,0
908,389,310,146,490,588,303,794,361,1,0,0,0
909,389,310,146,490,588,303,794,361,1,0,0,0
910,10,353,332,302,588,303,794,361,1,0,0,0
911,166,369,316,338,588,303,794,361,1,0,0,1
912,18,346,385,262,588,303,794,361,1,0,0,0
913,10,341,286,277,588,303,794,361,1,0,0,1
914,389,310,146,490,588,303,794,361,1,0,0,0
915,10,492,113,476,659,442,741,467,1,0,0,0
916,19,345,107,328,588,303,794,361,1,0,0,0
917,389,310,146,490,588,303,794,361,1,1,0,0
918,389,310,146,490,588,303,794,361,1,0,0,0
919,389,310,146,490,588,303,794,361,1,0,0,1
920,389,310,146,490,588,303,794,361,1,1,0,0
921,389,310,146,490,588,303,794,361,1,0,0,0
922,389,310,146,490,588,303,794,361,1,1,0,0
923,389,310,146,490,588,303,794,361,1,0,0,0
924,389,310,146,490,588,303,794,361,1,0,0,0
925,10,497,276,446,588,303,794,361,1,1,0,0
926,389,310,146,490,588,303,794,361,1,0,0,0
927,389,310,146,490,588,303,794,361,1,1,0,0
928,389,310,146,490,588,303,794,361,1,1,0,0
929,389,310,146,490,588,303,794,361,1,0,0,0
930,389,310,146,490,588,303,794,361,1,0,0,0
931,389,310,146,490,588,303,794,361,1,0,0,1
932,389,310,146,490,588,303,794,361,1,0,0,0
933,10,331,163,309,588,303,794,361,1,0,0,0
934,389,310,146,490,588,303,794,361,1,0,0,0
935,389,310,146,490,469,250,606,271,1,0,0,0
936,109,321,397,250,588,303,794,361,1,0,0,0
937,10,317,186,280,588,303,794,361,1,0,0,0
938,389,310,146,490,588,303,794,361,1,0,0,0
939,389,310,146,490,646,277,787,299,1,0,0,0
940,10,314,187,283,588,303,794,361,1,0,0,1
941,389,310,146,490,588,303,794,361,1,0,0,0
942,194,449,276,430,588,303,794,361,1,0,0,0
943,389,310,146,490,588,303,794,361,1,0,0,0
944,389,310,146,490,588,303,794,361,1,0,0,0
945,52,346,304,297,588,303,794,361,1,0,0,0
946,22,340,258,302,588,303,794,361,1,0,0,0
947,153,323,289,301,588,303,794,361,1,0,0,0
948,10,336,304,289,588,303,794,361,1,0,0,0
949,10,318,398,250,558,262,692,283,1,0,0,0
950,38,350,262,295,588,303,794,361,1,0,0,0
951,194,300,397,250,588,303,794,361,1,0,0,0
952,94,318,280,282,588,303,794,361,1,0,0,0
953,15,300,237,261,588,303,794,361,1,0,0,0
954,16,386,172,356,645,282,796,306,1,0,0,0
955,389,310,146,490,607,296,798,358,1,0,0,0
956,389,310,146,490,588,303,794,361,1,0,0,1
957,389,310,146,490,588,303,794,361,1,0,0,0
958,177,277,365,250,588,303,794,361,1,1,0,0
959,389,310,146,490,588,303,794,361,1,0,0,0
960,389,310,146,490,588,303,794,361,1,0,0,0
961,389,310,146,490,548,394,741,428,1,0,0,0
962,127,295,223,280,588,303,794,361,1,0,0,0
963,10,426,148,404,588,303,794,361,1,0,0,0
964,12,478,119,448,588,303,794,361,1,1,0,0
965,178,443,295,405,588,303,794,361,0,0,0,0
966,389,310,146,490,588,303,794,361,0,0,1,0
967,389,310,146,490,588,303,794,361,0,0,0,0
968,389,310,146,490,588,303,794,361,0,0,0,0
969,389,310,146,490,588,303,794,361,1,0,0,1
970,389,310,146,490,588,303,794,361,1,0,0,0
971,100,329,183,316,588,303,794,361,1,0,0,0
972,389,310,146,490,588,303,794,361,1,0,0,0
973,389,310,146,490,588,303,794,361,1,0,0,0
974,194,339,227,333,588,303,794,361,1,0,0,0
975,389,310,146,490,588,303,794,361,1,0,0,0
976,389,310,146,490,588,303,794,361,1,0,0,0
977,46,382,292,307,588,303,794,361,1,1,0,0
978,389,310,146,490,588,303,794,361,1,1,0,0
979,389,310,146,490,588,303,794,361,1,0,0,0
980,10,345,218,297,588,303,794,361,1,1,0,0
981,102,291,339,250,588,303,794,361,1,0,0,0
982,389,310,146,490,588,303,794,361,1,0,0,0
983,389,310,146,490,588,303,794,361,1,1,0,0
984,10,302,334,250,588,303,794,361,1,1,0,0
985,38,326,311,283,588,303,794,361,1,0,0,0
986,125,311,251,284,588,303,794,361,1,0,0,0
987,73,461,337,415,588,303,794,361,1,0,0,1
988,389,310,146,490,510,451,669,484,0,0,0,1
989,389,310,146,490,588,303,794,361,0,0,1,0
990,389,310,146,490,588,303,794,361,0,0,0,0
991,389,310,146,490,588,303,794,361,0,0,1,0
992,389,310,146,490,588,303,794,361,0,0,0,1
993,389,310,146,490,588,303,794,361,1,0,0,1
994,389,310,146,490,588,303,794,361,1,0,0,1
995,389,310,146,490,771,308,798,312,0,0,0,1
996,41,358,105,348,588,303,794,361,0,0,0,1
997,389,310,146,490,588,303,794,361,1,0,0,0
998,389,310,146,490,598,360,791,391,1,1,0,0
999,10,310,142,290,640,331,798,359,1,1,0,0
1000,389,310,146,490,615,322,790,352,1,0,0,0
1001,389,310,146,490,588,303,794,361,1,0,0,0
1002,13,344,148,303,612,313,798,342,1,0,0,0
1003,39,444,303,373,674,393,773,411,1,0,0,0
1004,389,310,146,490,588,303,794,361,1,0,0,0
1005,10,305,157,279,588,303,794,361,1,0,0,0
1006,64,317,353,250,588,303,794,361,1,0,0,0
1007,10,411,381,298,588,303,794,361,1,0,0,0
1008,389,310,146,490,588,303,794,361,1,0,0,0
1009,389,310,146,490,590,297,798,341,1,0,0,0
1010,10,330,105,310,588,303,794,361,0,0,1,1
1011,389,310,146,490,588,303,794,361,0,1,0,0
1012,389,310,146,490,588,303,794,361,1,0,0,0
1013,389,310,146,490,588,303,794,361,1,0,0,0
1014,389,310,146,490,643,310,698,318,1,0,0,0
1015,389,310,146,490,588,303,794,361,0,0,0,1
1016,389,310,146,490,670,281,795,299,0,0,0,1
1017,389,310,146,490,588,303,794,361,0,1,1,0
1018,389,310,146,490,588,303,794,361,0,1,0,0
1019,389,310,146,490,588,303,794,361,1,1,0,0
1020,389,310,146,490,588,303,794,361,1,1,0,0
1021,10,430,387,322,588,303,794,361,1,0,0,0
1022,389,310,146,490,588,303,794,361,1,1,0,0
1023,10,343,317,295,588,303,794,361,1,1,0,0
1024,389,310,146,490,551,286,798,366,1,0,0,0
1025,389,310,146,490,499,292,796,388,1,0,0,0
1026,389,310,146,490,588,303,794,361,1,0,0,0
1027,165,342,390,269,588,303,794,361,1,0,0,0
1028,10,345,203,307,588,303,794,361,1,0,0,0
1029,10,348,152,318,549,276,796,342,1,0,0,0
1030,10,347,318,282,524,264,798,328,1,1,0,0
1031,10,321,315,267,445,267,798,355,1,0,0,0
1032,10,309,227,266,471,250,798,313,1,0,0,0
1033,10,322,285,268,406,250,798,312,1,0,0,0
1034,10,338,349,272,444,250,798,351,1,0,0,0
1035,10,347,318,282,454,250,794,334,1,0,0,0
1036,10,320,226,270,421,270,798,364,1,0,0,0
1037,389,310,146,490,533,308,798,379,1,0,0,1
1038,389,310,146,490,404,250,798,312,1,0,0,0
1039,63,297,101,291,628,301,798,328,1,0,0,0
1040,10,318,292,269,589,275,616,280,1,0,0,0
1041,10,339,286,286,484,250,795,299,1,0,0,0
1042,10,346,271,286,588,303,794,361,1,0,0,0
1043,10,357,230,306,690,327,757,337,1,0,0,0
1044,389,310,146,490,588,303,794,361,1,0,0,0
1045,389,310,146,490,588,303,794,361,1,0,0,0
1046,10,340,217,296,588,303,794,361,1,0,0,0
1047,10,353,336,278,488,266,795,315,1,0,0,1
1048,10,396,386,281,588,303,794,361,1,0,0,0
1049,389,310,146,490,447,255,798,317,1,0,0,0
1050,389,310,146,490,412,254,798,315,1,0,0,0
1051,389,310,146,490,410,263,798,332,1,0,0,0
1052,389,310,146,490,424,271,798,364,1,0,0,1
1053,10,331,195,295,478,287,798,366,1,0,0,0
1054,389,310,146,490,407,250,798,347,1,0,0,0
1055,389,310,146,490,535,281,796,336,1,0,0,0
1056,10,321,247,262,702,305,752,313,1,0,0,0
1057,10,313,317,253,459,281,798,372,1,0,0,0
1058,10,311,107,293,419,250,798,316,0,0,0,1
1059,10,399,307,314,588,303,794,361,1,1,0,0
1060,10,359,196,302,497,271,798,324,1,0,0,1
1061,389,310,146,490,410,269,798,330,1,1,0,0
1062,389,310,146,490,429,270,792,334,1,0,0,1
