,x0,x1,x2,x3,x4,x5,x6,x7,z,d,s,q
1063,389,310,146,490,432,287,796,384,1,0,0,0
1064,389,310,146,490,419,261,797,369,1,0,0,0
1065,117,294,348,250,410,250,797,361,1,0,0,0
1066,10,357,318,286,509,260,798,321,1,0,0,0
1067,11,350,175,310,482,262,798,323,1,0,0,0
1068,11,360,385,253,531,280,798,331,1,0,0,0
1069,74,311,268,259,558,295,798,346,1,0,0,0
1070,10,319,202,278,588,303,794,361,1,0,0,0
1071,10,324,184,287,443,262,691,329,1,0,0,0
1072,10,326,213,283,452,266,798,359,1,0,0,0
1073,389,310,146,490,426,257,798,371,1,0,0,0
1074,10,317,169,289,436,259,798,369,1,0,0,0
1075,389,310,146,490,610,305,796,358,1,0,0,0
1076,389,310,146,490,588,303,794,361,1,0,0,0
1077,10,379,242,325,588,303,794,361,1,1,0,0
1078,10,398,331,300,588,303,794,361,1,0,0,0
1079,389,310,146,490,588,303,794,361,1,0,0,0
1080,10,337,316,250,460,281,798,340,1,0,0,0
1081,11,338,327,265,408,269,798,352,1,0,0,0
1082,10,317,301,260,412,267,797,370,1,0,0,0
1083,10,324,336,260,463,272,798,375,1,1,0,0
1084,10,323,312,259,462,270,797,366,1,0,0,0
1085,10,303,311,250,588,303,794,361,1,0,0,0
1086,19,328,360,250,449,250,798,350,1,0,0,0
1087,10,335,256,283,476,273,798,365,1,0,0,0
1088,106,310,374,267,554,278,798,343,1,0,0,0
1089,10,371,366,282,589,269,791,308,1,0,0,0
1090,34,385,380,279,670,292,795,310,1,1,0,0
1091,389,310,146,490,435,250,787,312,1,0,0,0
1092,389,310,146,490,410,251,798,377,1,1,0,0
1093,389,310,146,490,588,303,794,361,1,0,0,0
1094,146,381,191,370,404,304,798,417,0,0,0,0
1095,389,310,146,490,588,303,794,361,0,1,1,0
1096,113,462,387,419,588,303,794,361,0,1,1,0
1097,389,310,146,490,588,303,794,361,0,0,1,0
1098,389,310,146,490,588,303,794,361,0,0,0,0
1099,389,310,146,490,588,303,794,361,0,0,0,0
1100,389,310,146,490,588,303,794,361,0,0,0,0
1101,389,310,146,490,588,303,794,361,0,0,0,0
1102,389,310,146,490,588,303,794,361,0,0,0,0
1103,389,310,146,490,588,303,794,361,1,0,0,1
1104,389,310,146,490,588,303,794,361,1,0,0,1
1105,389,310,146,490,588,303,794,361,1,0,0,1
1106,389,310,146,490,588,303,794,361,1,0,0,1
1107,389,310,146,490,528,381,798,429,1,0,0,1
1108,11,308,58,301,478,316,798,389,1,0,0,0
1109,68,330,109,321,432,291,798,389,1,0,0,1
1110,21,318,395,252,448,276,798,377,1,0,0,0
1111,10,329,302,273,579,309,798,367,0,0,0,0
1112,10,317,290,263,588,303,794,361,0,0,0,0
1113,10,318,260,270,588,303,794,361,0,0,0,0
1114,10,310,117,290,588,303,794,361,0,0,0,0
1115,389,310,146,490,588,303,794,361,0,0,0,0
1116,55,347,380,290,588,303,794,361,1,0,0,0
1117,13,349,198,317,588,303,794,361,1,0,0,0
1118,10,348,340,284,588,303,794,361,1,0,0,0
1119,389,310,146,490,588,303,794,361,1,0,0,0
1120,10,408,398,297,588,303,794,361,1,0,0,0
1121,40,414,362,310,588,303,794,361,1,1,0,0
1122,389,310,146,490,588,303,794,361,1,0,0,0
1123,389,310,146,490,616,282,649,287,1,0,0,0
1124,389,310,146,490,588,303,794,361,1,1,0,0
1125,389,310,146,490,515,271,713,332,1,1,0,0
1126,389,310,146,490,451,303,798,409,1,0,0,0
1127,389,310,146,490,536,301,731,339,1,0,0,0
1128,10,327,311,252,626,379,782,423,1,0,0,1
1129,10,380,314,293,533,278,798,330,1,1,0,0
1130,10,353,328,279,550,267,798,315,1,0,0,0
1131,10,370,337,283,526,275,798,328,1,0,0,0
1132,10,354,371,270,509,279,797,335,1,0,0,0
1133,10,342,333,268,462,277,797,348,1,0,0,1
1134,20,361,358,283,428,250,798,336,1,0,0,0
1135,11,346,330,273,501,278,798,341,1,0,0,0
1136,10,348,254,292,630,308,798,341,1,0,0,0
1137,389,310,146,490,588,303,794,361,1,0,0,1
1138,389,310,146,490,588,303,794,361,1,0,0,0
1139,389,310,146,490,588,303,794,361,1,0,0,0
1140,389,310,146,490,420,250,798,309,1,1,0,0
1141,176,324,353,290,465,270,798,329,1,0,0,0
1142,10,392,371,288,407,250,797,325,1,0,0,0
1143,10,383,234,310,588,303,794,361,0,0,0,1
1144,389,310,146,490,588,303,794,361,0,0,0,1
1145,389,310,146,490,588,303,794,361,0,0,0,1
1146,118,424,343,359,681,397,708,401,0,0,0,1
1147,389,310,146,490,588,303,794,361,1,0,0,1
1148,10,315,387,256,588,303,794,361,1,0,0,0
1149,10,396,363,288,588,303,794,361,1,0,0,0
1150,10,378,390,261,588,303,794,361,1,0,0,0
1151,10,388,376,276,588,303,794,361,1,0,0,0
1152,10,391,306,301,588,303,794,361,1,0,0,0
1153,10,395,386,273,588,303,794,361,1,0,0,0
1154,10,389,330,303,709,312,789,324,1,0,0,0
1155,10,382,244,320,555,291,798,338,1,0,0,0
1156,10,343,367,261,492,288,798,370,1,1,0,0
1157,10,304,318,250,588,303,794,361,1,0,0,1
1158,389,310,146,490,588,303,794,361,1,1,0,0
1159,389,310,146,490,588,303,794,361,1,0,0,1
1160,10,325,384,266,588,303,794,361,1,0,0,0
1161,28,331,350,275,588,303,794,361,1,0,0,0
1162,10,349,371,279,588,303,794,361,1,1,0,0
1163,10,353,328,280,588,303,794,361,1,0,0,0
1164,10,384,321,294,484,252,687,310,1,0,0,0
1165,10,355,376,250,468,274,798,363,1,0,0,1
1166,10,363,393,260,421,261,798,321,1,0,0,0
1167,10,380,334,281,401,250,768,342,1,0,0,0
1168,10,352,335,259,692,308,760,318,1,0,0,0
1169,10,374,369,278,458,266,798,319,1,0,0,0
1170,10,398,288,307,477,266,744,328,1,0,0,0
1171,10,321,245,284,402,253,798,322,1,0,0,0
1172,10,330,344,265,619,291,798,317,1,0,0,0
1173,10,333,273,282,513,287,796,379,1,0,0,0
1174,123,313,279,283,530,299,797,380,1,0,0,0
1175,10,334,280,277,459,290,798,387,1,0,0,0
1176,10,314,211,279,434,282,798,400,1,0,0,0
1177,10,330,281,282,538,300,797,384,1,0,0,0
1178,389,310,146,490,499,277,766,364,0,0,1,1
1179,10,374,379,282,588,303,794,361,1,1,0,0
1180,10,459,347,350,588,303,794,361,1,0,0,0
1181,389,310,146,490,588,303,794,361,1,1,0,0
1182,389,310,146,490,537,307,798,392,1,0,0,0
1183,389,310,146,490,436,283,798,340,1,0,0,0
1184,10,326,245,259,536,309,798,370,1,0,0,0
1185,10,342,354,250,588,303,794,361,1,0,0,1
1186,10,344,326,271,588,303,794,361,1,0,0,0
1187,10,337,349,265,588,303,794,361,1,1,0,0
1188,10,331,347,253,588,303,794,361,1,0,0,0
1189,10,322,349,250,437,282,781,337,1,0,0,0
1190,10,334,379,256,445,265,796,365,1,0,0,0
1191,10,314,314,250,588,303,794,361,1,0,0,0
1192,10,319,348,253,603,268,769,297,1,0,0,0
1193,389,310,146,490,571,268,798,308,1,0,0,0
1194,389,310,146,490,562,270,798,308,1,0,0,0
1195,37,316,315,267,588,303,794,361,1,0,0,0
1196,389,310,146,490,588,303,794,361,1,0,0,0
1197,389,310,146,490,488,266,797,320,1,0,0,0
1198,10,301,215,265,403,258,798,342,1,0,0,0
1199,10,314,267,269,588,303,794,361,1,0,0,0
1200,389,310,146,490,482,250,751,292,1,0,0,0
1201,10,318,156,287,588,303,794,361,1,0,0,0
1202,389,310,146,490,424,258,627,297,1,0,0,0
1203,389,310,146,490,588,303,794,361,1,0,0,1
1204,10,366,248,289,588,303,794,361,1,0,0,0
1205,389,310,146,490,472,273,797,336,1,0,0,0
1206,389,310,146,490,588,303,794,361,1,0,0,0
1207,389,310,146,490,588,303,794,361,1,0,0,0
1208,389,310,146,490,567,341,798,412,1,0,0,1
1209,389,310,146,490,633,289,797,320,1,0,0,0
1210,389,310,146,490,429,250,798,321,1,0,0,1
1211,389,310,146,490,588,303,794,361,1,1,0,0
1212,389,310,146,490,588,303,794,361,1,0,0,0
1213,389,310,146,490,588,303,794,361,1,0,0,0
1214,389,310,146,490,588,303,794,361,1,0,0,0
1215,389,310,146,490,588,303,794,361,1,0,0,1
1216,389,310,146,490,584,266,712,287,1,0,0,0
1217,389,310,146,490,588,303,794,361,1,0,0,0
1218,389,310,146,490,588,303,794,361,1,0,0,0
1219,389,310,146,490,588,303,794,361,1,1,0,0
1220,10,366,197,337,588,303,794,361,1,0,0,0
1221,10,315,378,250,588,303,794,361,1,1,0,0
1222,10,324,342,254,588,303,794,361,1,0,0,0
1223,10,321,315,262,588,303,794,361,1,0,0,0
1224,10,316,295,260,588,303,794,361,1,0,0,0
1225,10,345,256,270,588,303,794,361,1,0,0,0
1226,389,310,146,490,438,301,798,390,1,0,0,1
1227,389,310,146,490,588,303,794,361,1,0,0,1
1228,389,310,146,490,588,303,794,361,1,0,0,1
1229,389,310,146,490,588,303,794,361,1,0,0,0
1230,10,325,223,272,492,262,676,292,1,0,0,1
1231,26,324,298,262,588,303,794,361,1,0,0,1
1232,10,332,309,274,588,303,794,361,1,1,0,0
1233,10,334,207,289,588,303,794,361,1,0,0,0
1234,138,309,229,288,588,303,794,361,1,0,0,0
1235,10,332,399,250,588,303,794,361,1,0,0,0
1236,10,372,359,278,588,303,794,361,1,0,0,0
1237,10,320,290,276,588,303,794,361,1,0,0,0
1238,18,330,340,268,588,303,794,361,1,0,0,0
1239,389,310,146,490,537,276,686,307,1,0,0,0
1240,389,310,146,490,457,250,768,304,1,0,0,0
1241,10,362,322,267,588,303,794,361,1,0,0,0
1242,10,346,317,264,502,271,798,318,1,0,0,0
1243,10,336,311,272,588,303,794,361,1,0,0,0
1244,10,337,287,278,556,289,798,363,1,0,0,0
1245,10,368,283,300,585,264,798,333,0,0,0,0
1246,10,365,280,283,597,266,798,316,0,0,1,0
1247,389,310,146,490,588,303,794,361,0,0,0,0
1248,147,489,331,437,588,303,794,361,1,0,0,0
1249,10,327,377,269,588,303,794,361,1,0,0,0
1250,10,397,380,305,588,303,794,361,1,1,0,0
1251,11,364,342,276,504,252,798,325,1,0,0,0
1252,10,328,272,258,426,267,798,359,1,0,0,0
1253,389,310,146,490,408,287,798,391,1,0,0,1
1254,389,310,146,490,588,303,794,361,1,0,0,0
1255,389,310,146,490,588,303,794,361,1,0,0,0
1256,10,319,307,251,460,271,798,324,1,0,0,0
1257,13,331,310,279,481,286,713,361,1,0,0,0
1258,17,320,213,285,401,275,698,366,1,0,0,0
1259,389,310,146,490,444,279,798,374,1,0,0,0
1260,10,373,310,292,482,289,798,356,1,0,0,0
1261,10,356,294,280,410,271,798,346,1,0,0,0
1262,10,351,266,282,462,282,798,347,1,0,0,0
1263,10,337,245,274,436,278,708,336,1,0,0,1
1264,10,331,269,271,448,279,798,372,1,0,0,0
1265,11,329,301,262,431,265,798,363,1,0,0,0
1266,10,362,360,268,405,250,797,333,1,0,0,0
1267,10,360,375,262,547,283,798,336,0,0,0,0
1268,10,353,349,250,588,303,794,361,0,0,0,0
1269,121,330,362,251,482,257,798,319,0,1,0,0
1270,18,344,305,251,458,255,798,315,0,1,1,0
1271,389,310,146,490,473,267,780,337,1,0,0,0
1272,389,310,146,490,502,325,798,405,0,1,0,0
1273,389,310,146,490,588,303,794,361,0,0,1,0
1274,389,310,146,490,588,303,794,361,0,0,0,0
1275,389,310,146,490,588,303,794,361,1,0,0,0
1276,389,310,146,490,588,303,794,361,0,0,1,1
1277,389,310,146,490,588,303,794,361,0,0,0,1
1278,389,310,146,490,588,303,794,361,1,0,0,1
1279,389,310,146,490,588,303,794,361,0,0,0,1
1280,389,310,146,490,588,303,794,361,1,0,0,0
1281,389,310,146,490,588,303,794,361,0,0,0,0
1282,389,310,146,490,588,303,794,361,0,0,0,0
1283,389,310,146,490,588,303,794,361,0,0,0,0
1284,389,310,146,490,588,303,794,361,0,0,0,0
1285,389,310,146,490,588,303,794,361,0,0,0,0
1286,389,310,146,490,588,303,794,361,1,0,0,1
1287,389,310,146,490,588,303,794,361,1,0,0,1
1288,389,310,146,490,588,303,794,361,1,0,0,1
1289,10,335,373,271,588,303,794,361,1,0,0,0
1290,10,355,399,286,588,303,794,361,1,0,0,0
1291,12,332,393,258,588,303,794,361,0,0,1,0
1292,10,331,377,253,588,303,794,361,0,0,0,0
1293,10,362,398,272,588,303,794,361,1,0,0,0
1294,10,374,394,279,588,303,794,361,1,1,0,0
1295,12,371,395,254,588,303,794,361,1,0,0,0
1296,11,394,399,268,588,303,794,361,1,1,0,0
1297,10,313,268,272,588,303,794,361,1,0,0,0
1298,11,367,149,325,588,303,794,361,1,0,0,0
1299,10,369,379,250,588,303,794,361,1,0,0,0
1300,10,369,362,255,588,303,794,361,1,0,0,0
1301,11,376,350,266,588,303,794,361,1,0,0,0
1302,389,310,146,490,588,303,794,361,1,1,0,0
1303,389,310,146,490,588,303,794,361,1,1,0,0
1304,389,310,146,490,588,303,794,361,1,0,0,0
1305,389,310,146,490,588,303,794,361,0,0,0,0
1306,389,310,146,490,588,303,794,361,0,0,0,0
1307,389,310,146,490,588,303,794,361,0,0,0,0
1308,389,310,146,490,588,303,794,361,0,0,0,0
1309,389,310,146,490,588,303,794,361,1,0,0,0
1310,98,316,311,251,588,303,794,361,1,0,0,1
1311,10,384,380,270,500,275,798,349,1,0,0,0
1312,10,323,377,265,558,285,798,340,1,0,0,0
1313,389,310,146,490,407,259,798,356,1,0,0,1
1314,10,377,356,271,490,277,795,370,1,0,0,0
1315,10,370,385,256,548,272,797,339,1,0,0,0
1316,389,310,146,490,573,277,798,320,1,0,0,0
1317,389,310,146,490,588,303,794,361,1,0,0,0
1318,12,311,399,250,588,303,794,361,1,0,0,0
1319,389,310,146,490,588,303,794,361,1,0,0,0
1320,389,310,146,490,588,303,794,361,1,0,0,0
1321,389,310,146,490,557,272,716,300,1,0,0,0
1322,389,310,146,490,619,283,798,321,1,0,0,0
1323,389,310,146,490,588,303,794,361,1,0,0,0
1324,13,322,290,264,588,303,794,361,0,0,0,0
1325,10,305,270,260,588,303,794,361,0,0,0,0
1326,389,310,146,490,513,257,795,311,0,0,0,0
1327,389,310,146,490,528,363,634,382,0,0,0,0
1328,389,310,146,490,541,365,656,385,0,0,0,0
1329,35,497,124,481,592,434,730,455,0,0,0,0
1330,10,328,215,291,588,303,794,361,0,0,0,0
1331,13,335,195,302,588,303,794,361,0,0,0,0
1332,389,310,146,490,592,268,798,323,0,0,0,1
1333,389,310,146,490,588,303,794,361,0,0,0,0
1334,389,310,146,490,588,303,794,361,0,0,0,0
1335,389,310,146,490,588,303,794,361,0,0,0,0
1336,389,310,146,490,603,408,717,437,0,0,0,0
1337,10,382,262,337,608,410,693,427,0,0,0,0
1338,10,419,188,375,588,303,794,361,0,0,0,0
1339,389,310,146,490,588,303,794,361,0,0,0,0
1340,389,310,146,490,588,303,794,361,0,0,0,0
1341,389,310,146,490,588,303,794,361,0,0,0,0
1342,389,310,146,490,588,303,794,361,0,0,0,1
1343,389,310,146,490,588,303,794,361,0,0,0,0
1344,389,310,146,490,588,303,794,361,0,0,0,0
1345,389,310,146,490,579,334,783,370,0,0,0,0
1346,389,310,146,490,588,303,794,361,0,0,0,0
1347,389,310,146,490,588,303,794,361,0,0,0,0
1348,389,310,146,490,588,303,794,361,0,0,0,0
1349,389,310,146,490,588,303,794,361,0,0,0,0
1350,389,310,146,490,588,303,794,361,0,0,0,0
1351,389,310,146,490,588,303,794,361,0,0,0,0
1352,389,310,146,490,750,312,798,321,0,0,0,0
1353,389,310,146,490,588,303,794,361,0,0,0,0
1354,389,310,146,490,588,303,794,361,0,0,0,0
1355,389,310,146,490,588,303,794,361,0,0,0,0
1356,389,310,146,490,588,303,794,361,0,0,0,0
1357,389,310,146,490,588,303,794,361,0,0,0,0
1358,389,310,146,490,588,303,794,361,0,0,0,0
1359,389,310,146,490,588,303,794,361,0,0,0,0
1360,389,310,146,490,588,303,794,361,0,0,0,0
1361,389,310,146,490,588,303,794,361,0,0,0,0
1362,389,310,146,490,588,303,794,361,0,0,0,0
1363,389,310,146,490,588,303,794,361,0,0,0,0
1364,389,310,146,490,588,303,794,361,0,0,0,0
1365,389,310,146,490,588,303,794,361,0,0,0,1
1366,389,310,146,490,588,303,794,361,0,0,0,0
1367,389,310,146,490,588,303,794,361,0,0,0,0
1368,389,310,146,490,588,303,794,361,0,0,0,0
1369,389,310,146,490,588,303,794,361,0,0,0,0
1370,389,310,146,490,588,303,794,361,0,0,0,0
1371,389,310,146,490,588,303,794,361,0,0,0,1
1372,389,310,146,490,588,303,794,361,0,0,0,0
1373,389,310,146,490,588,303,794,361,0,0,0,0
1374,389,310,146,490,588,303,794,361,0,0,0,0
1375,389,310,146,490,588,303,794,361,0,0,0,0
1376,389,310,146,490,588,303,794,361,0,0,0,0
1377,389,310,146,490,588,303,794,361,0,0,0,0
1378,389,310,146,490,588,303,794,361,0,0,0,0
1379,389,310,146,490,588,303,794,361,0,0,0,0
1380,389,310,146,490,588,303,794,361,0,0,0,0
1381,389,310,146,490,588,303,794,361,0,0,0,0
1382,389,310,146,490,588,303,794,361,0,0,0,0
1383,389,310,146,490,588,303,794,361,0,0,0,0
1384,389,310,146,490,588,303,794,361,0,0,0,0
1385,389,310,146,490,588,303,794,361,0,0,0,0
1386,389,310,146,490,588,303,794,361,0,0,0,0
1387,389,310,146,490,588,303,794,361,0,0,0,0
1388,389,310,146,490,588,303,794,361,0,0,0,0
1389,389,310,146,490,588,303,794,361,0,0,0,0
1390,389,310,146,490,588,303,794,361,0,0,0,0
1391,389,310,146,490,588,303,794,361,0,0,0,0
1392,389,310,146,490,588,303,794,361,0,0,0,0
1393,389,310,146,490,588,303,794,361,0,0,0,0
1394,389,310,146,490,588,303,794,361,0,0,0,0
1395,389,310,146,490,588,303,794,361,0,0,0,0
1396,389,310,146,490,588,303,794,361,0,0,0,0
1397,389,310,146,490,588,303,794,361,0,0,0,0
1398,389,310,146,490,581,294,664,307,0,0,0,0
1399,173,438,211,430,576,329,736,358,0,0,0,0
1400,389,310,146,490,687,366,735,375,0,0,0,0
1401,389,310,146,490,687,366,735,375,0,0,0,0
1402,171,454,251,428,576,329,736,357,0,0,0,0
1403,389,310,146,490,687,366,735,375,0,0,0,0
1404,389,310,146,490,687,366,735,375,0,0,0,0
1405,171,454,251,428,576,329,736,357,0,0,0,0
1406,171,454,251,428,576,329,736,357,0,0,0,1
1407,389,310,146,490,687,366,735,375,0,0,0,1
1408,389,310,146,490,687,366,735,375,0,0,0,0
1409,171,454,251,428,576,329,736,357,0,0,0,0
1410,171,454,251,428,576,329,736,357,0,0,0,1
1411,389,310,146,490,687,366,735,375,0,0,0,0
1412,389,310,146,490,687,366,735,375,0,0,0,0
1413,171,454,251,428,576,329,736,357,0,0,0,0
1414,389,310,146,490,687,366,735,375,0,0,0,0
1415,389,310,146,490,687,366,735,375,0,0,0,0
1416,171,454,251,428,576,329,736,357,0,0,0,0
1417,171,454,251,428,576,329,736,357,0,0,0,0
1418,389,310,146,490,687,366,735,375,0,0,0,0
1419,389,310,146,490,687,366,735,375,0,0,0,0
1420,171,454,251,428,576,329,736,357,0,0,0,0
1421,171,454,251,428,576,329,736,357,0,0,0,0
1422,389,310,146,490,687,366,735,375,0,0,0,0
1423,389,310,146,490,687,366,735,375,0,0,0,0
1424,171,454,251,428,576,329,736,357,0,0,0,0
1425,171,454,251,428,576,329,736,357,0,0,0,0
1426,389,310,146,490,687,366,735,375,0,0,0,0
1427,389,310,146,490,687,366,735,375,0,0,0,0
1428,171,454,251,428,576,329,736,357,0,0,0,0
1429,171,454,251,428,576,329,736,357,0,0,0,0
1430,389,310,146,490,687,366,735,375,0,0,0,0
1431,171,454,251,428,576,329,736,357,0,0,0,0
1432,171,454,251,428,576,329,736,357,0,0,0,0
1433,389,310,146,490,687,366,735,375,0,0,0,0
1434,389,310,146,490,687,366,735,375,0,0,0,0
